"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02"
"92315","Big Bear Lake","CA","Riverside","San Bernardino",1266,225000,227000,219000,219000,221500,218450,225000,229000,249900,229450,239500,219500,203900,203900,199000,189900,189900,189450,192600,184500,178250,179000,178250,169900,165000,169900,169900,169900,179950,169900,170000,177250,179900,189900,214750,194500,194000,189700,199900,199000,194000,219000,219000,199000,205000,199900,219000,226950,229000,223450,238000,222400,236450,229000,229500,229700,229450,229900,227000,241950,229000,229000,229000,229000,239900,242450,249250,249700,249900,250000,249000,249900,250000,256250,249900,250000,259900,259900,259900,265750,275000,279000,275000,274900,283000,279900,279900,281000,289000,277000,279000,279000,289900,289450,299000,299000,299949.5,304949.5
"02657","Provincetown","MA","Cape Cod","Barnstable",1267,527000,504000,499000,524000,495000,495000,489000,479000,499000,499000,499000,499000,499000,527000,499000,484000,449000,471950,499000,499000,499000,499000,499000,499000,499000,499000,474000,499000,499000,470000,469500,479000,479000,469000,484450,499000,474000,499000,499000,527000,534000,499000,484000,499985,479000,469000,479000,467000,449000,442500,422000,445000,434500,504000,485000,499000,499000,539000,549900,549450,569000,559000,569000,569000,559000,569000,569000,585000,549500,550000,549900,554500,582000,559000,599000,599000,564450,579000,599000,649500,689000,675000,699000,674000,699000,699900,759000,712400,749900,744900,686950,699000,719900,650000,654000,703450,725000,744000
"34431","Dunnellon","FL","Homosassa Springs","Citrus",1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99000,87000,95000,92450,89900,97000,92450,89900,90450,98500,89000,87200,85400,89000,92750,98750,98750,94900,97350
"92276","Thousand Palms","CA","Riverside","Riverside",1269,,,,,,,,,,,,,,99000,90000,89950,89250,85250,85500,79900,82250,79950,84700,87200,89900,94250,97000,97000,93500,90000,85000,89700,89950,97000,105000,99000,99000,105000,107999,101000,99950,94900,108500,99975,106000,99000,106000,99675,99275,107000,105000,106000,1e+05,105000,105000,90949.5,99450,99000,99450,99900,95748.5,99500,99999.5,99000,89900,96497,99000,99450,109000,99700,99900,95750,96750,95749,94500,95000,94750,89500,89000,88000,92900,97000,98000,97500,94749,94900,94000,97500,97250,91500,92500,95000,99000,115000,121250,115900,109900,115950
"28741","Highlands","NC",,"Macon",1270,427000,429000,439000,434000,375000,375000,354250,349500,345000,349500,349250,349500,349250,299000,329000,329000,348000,349500,345000,348500,349500,350000,349500,349500,348500,349000,349000,317500,310000,331200,339000,339000,338200,331500,338000,325000,339000,336500,347000,350000,349450,349000,342500,346750,349000,350000,349450,349000,349450,349000,349950,339000,349950,327000,325500,325000,329000,320000,295000,298500,310000,310000,320000,297500,332500,325000,320000,325000,325000,329000,329000,334000,332000,325000,325000,335000,299250,325000,325000,324900,335000,347000,349000,344950,350000,359000,349000,349000,345000,350000,347000,339000,339000,335000,325000,325000,325000,325000
"06712","Prospect","CT","New Haven","New Haven",1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322995,336995,330995,328947.5,322995,325445,313445,308445,330995,327895,327895,327895,327697.5,327895,327697.5,327895,329900,328897.5,323947.5,320947.5,319900,320000,313000,313000,325445,333495,336995,340995,339995,327895
"18328","Delaware","PA","New York","Pike",1272,,,,,,,,,,,123125,124270,126950,120000,114950,110000,109000,118000,119900,117500,97000,99000,92488.5,89900,89988.5,87400,84900,84900,84900,79900,89950,95400,99500,84750,89450,94700,89900,89900,91950,96950,84500,94450,94450,84000,80450,84900,89450,89900,95900,94950,99900,97450,99250,95900,89900,84900,89000,89900,90000,89000,87450,85900,85900,85900,89000,89900,89900,89900,89900,89900,95000,95000,89000,83500,84250,85000,81700,84200,89000,86950,92400,95500,97500,87450,89900,85900,84900,84900,91250,90000,89450,89900,86950,88900,84900,84900,89000,84900
"96738","Waikoloa","HI","Hilo","Hawaii",1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449500,445000,440000,450000,450000,450000,450000,449900,450000,450000,450000,450000,472450,454500,428000,449000,449000,432750,417500,416250,409000,404000,413250,419750,409000,410000,409500,425000,425000,424900,419900,412900,419450,412900,419900,410000,409000,414900,414900,398500,399000,409000,399000,430000,399000,429000,427000,435000,444000,463500
"28705","Bakersville","NC",,"Mitchell",1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179000,159000,149000,148500,154000,149000,149000,149000,149000,151500,154000,149000,148000,144750,149000,149000,149000,145536,145536,142072
"19930","Bethany Beach","DE","Salisbury","Sussex",1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282450,305950,295000,293000,295000,297000,297000,279000,274900,274900,274900,275000,275000,294000,299000,274950,275000,282495,282495,299000,299000,304950,319900,329900,339450,324950,302400,294450,294450,289000
"33956","Saint James City","FL","Fort Myers","Lee",1276,219450,209450,199900.5,199000,198600,196750,188000,179000,183450,179000,179000,169900,169900,173700,176450,176450,157950,165250,159900,159900,149900,159000,158000,159900,168000,174900,164700,149900,156000,149900,149900,157000,160000,160000,175000,179950,180000,179900,179250,167000,165000,164900,159500,144500,159000,159700,159500,149950,146500,149250,154500,179000,174900,161700,171000,163450,185000,185000,189750,197500,198950,194900,190000,199000,204900,210000,199900,198700,179000,197500,199900,224900,219450,222500,224950,222500,222000,218975,219000,229000,229900,219000,220000,224900,224000,219950,218000,224000,219900,219900,217500,217450,217450,219000,220000,226950,219900,220000
"33043","Big Pine Key","FL","Key West","Monroe",1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359000,356000,342000,340999.5,340500,304000,314000,330500,324000,342000,343500,322450,325000,349350,349900,358750,344500,349000,340000,325000,299900,315000,334450,332450,337000,359800,369000,365000,377000,365000,342450,327000,354950,360000,384950,391950,408750,399000,399000,398500,390000,399000,390000,389000,389000,390000,385000,384450,389000,410000,419000,420000,440000,437500,440000,469000,491500,485000,449000,399000,349500,365000,366500
"88345","Ruidoso","NM",,"Lincoln",1278,125000,124950,128750,129450,129000,129950,129000,129700,130000,134900,135000,132500,135000,134000,130000,134500,133500,134500,134950,134750,137000,134000,134900,132250,129500,134000,134950,129900,129500,129500,129500,129888,129900,129950,134900,134900,135000,134000,125888,127000,129900,129000,135000,135000,133000,139000,139000,129700,129900,129000,129000,129000,129900,134500,129500,127900,126450,124900,124900,124900,124900,123900,119500,123950,124000,125000,124900,120000,124700,120000,122000,119750,126950,129900,129900,136000,133250,136950,139000,128250,129500,126500,118500,119500,121750,124000,134900,134900,130900,134000,130900,129000,124650,124250,126500,123250,124000,124500
"74331","Afton","OK",,"Delaware",1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129500,127000,114750,108725,1e+05,115000,129500,129950,149500,159900,157000,154500,149450,149900,143250,139000,143250,139000,149999,155000,149999.5,149700,149700,134700,139949.5,132250,126995,127997.5,130000,139000
"29676","Salem","SC","Seneca","Oconee",1280,231500,229000,224900,221950,211950,202000,211950,211950,202000,200950,202000,199000,199000,199000,189500,180000,180000,180000,189500,194450,179900,169900,171950,179900,169900,154950,152450,152450,157497.5,159995,150000,154950,159400,150000,150000,150000,164950,160000,159900,160000,165000,165000,166000,167900,167900,173450,159950,150000,150000,150000,150000,158000,154000,149900,149900,134900,129950,139900,119900,129000,137450,140700,129900,119900,138250,133250,141500,149900,149900,149900,140000,149900,139700,149900,150000,148800,149000,146450,162000,160625,151125,151125,149900,131450,124450,124000,124900,145000,134250,134250,139000,127250,129000,129000,136950,134450,143700,149000
"65079","Sunrise Beach","MO",,"Camden",1281,,,,,,,,,,,,,,,,,,,,,,,,,,132500,129850,129500,139000,130750,135000,139000,132700,127250,139000,129500,132450,137250,135000,134800,135250,127950,126400,126900,124950,125950,122450,120000,134950,134900,135000,134900,130000,134950,132450,139900,129950,135000,139500,139950,130875,129500,126825,131000,134950,134500,135000,129990,134900,132445,124945,124900,119900,114500,125400,117500,119750,117000,118250,115000,117750,119500,125000,121900,120700,114000,115000,111450,117000,120700,119500,117500,115000,123200,120200,118000,118000,129800
