"Date","RegionID","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2018-02-28,14352,"Valley Mills","TX",,"Bosque",8124,179600,-0.006087437742114,-0.0276123443421765,0.0583382439599293,0.0664464910800886,0.0324513157346649,"2017-11","2017-Q4",184700,-0.0276123443421765,"2017-10"
2018-02-28,14842,"Celina","OH","Celina","Mercer",8125,120200,0,0.00250208507089241,0.097716894977169,-0.0225211383462057,0.0188750581582497,"2014-05","2014-Q2",151800,-0.208168642951252,"2012-08"
2018-02-28,31566,"Flagler Beach","FL","Daytona Beach","Flagler",8126,292500,0.00757836720633827,0.00862068965517241,0.0487629974901398,0.0740983469710526,0.00807373287230639,"2006-06","2006-Q2",376500,-0.223107569721116,"2004-10"
2018-02-28,11012,"Culver","IN","Plymouth","Marshall",8127,147400,0.000678886625933469,0.0200692041522491,0.0151515151515152,0.0104991529540064,-0.00174700364360691,"2009-05","2009-Q2",167600,-0.120525059665871,"2007-09"
2018-02-28,12896,"Myerstown","PA","Lebanon","Lebanon",8128,130900,-0.0113293051359517,-0.0224047796863331,0.0430278884462151,0.011706494264637,-0.00307935956874938,"2008-06","2008-Q2",136500,-0.041025641025641,"2006-06"
2018-02-28,213172,"McSherrystown","PA","Gettysburg","Adams",8129,141800,-0.00561009817671809,-0.00839160839160839,0.0629685157421289,0.0125917885000939,-0.0115697104272084,"2008-07","2008-Q3",161300,-0.120892746435214,"2005-09"
2018-02-28,37084,"Alfred","ME","Portland","York",8130,221300,-0.0220945647370747,0.0082004555808656,0.12965798876978,0.0356998230268206,0.0132531636481439,"2017-12","2017-Q4",226500,-0.0229580573951435,"2017-12"
2018-02-28,46832,"Novelty","OH","Cleveland","Geauga",8131,235900,-0.00169276343630978,-0.0137959866220736,-0.020755500207555,0.0251979620290506,0.00550427592416769,"2006-04","2006-Q2",257800,-0.0849495733126455,"2004-07"
2018-02-28,53845,"Pecatonica","IL","Rockford","Winnebago",8132,118000,-0.000846740050804403,0.0269799825935596,0.0649819494584837,0.0263711838229528,-0.00258984316398658,"2007-08","2007-Q3",122900,-0.0398698128559805,"2006-09"
2018-02-28,23399,"Ackerman","MS",,"Choctaw",8133,86500,-0.00574712643678161,-0.0192743764172336,-0.0114285714285714,0.00853811389893333,,"2017-08","2017-Q3",88900,-0.0269966254218223,"2016-12"
2018-02-28,46052,"Kittrell","NC","Henderson","Vance",8134,129200,-0.00538876058506544,-0.0122324159021407,0.0402576489533011,0.0411653805474808,-0.0127569801958896,"2008-03","2008-Q1",147400,-0.123473541383989,"2006-11"
2018-02-28,397322,"Knowlton","NJ","Allentown","Warren",8135,239600,0.000417536534446764,-0.00580912863070539,-0.000417188151856487,0.0151015015837053,-0.0192812898966532,"2006-08","2006-Q3",312500,-0.23328,"2003-08"
2018-02-28,42547,"Princeville","IL","Peoria","Peoria",8136,123000,-0.0088638195004029,-0.0330188679245283,-0.0730972117558402,-0.00793751196403858,,"2015-10","2015-Q4",134900,-0.0882134914751668,
2018-02-28,8533,"Enon","OH","Springfield","Clark",8137,127800,0.000783085356303837,0.00471698113207547,-0.0015625,0.0287737196563382,0.00656927659872042,"2006-11","2006-Q4",135600,-0.0575221238938053,"2006-01"
2018-02-28,25700,"Macungie","PA","Allentown","Lehigh",8138,185100,0.00270855904658722,0.00762112139357648,0.0410573678290214,0.0228847716585818,-0.0022411686863818,"2007-07","2007-Q3",199000,-0.0698492462311558,"2006-03"
2018-02-28,56569,"Wilna","NY","Watertown","Jefferson",8139,124100,-0.00160901045856798,-0.0103668261562998,-0.0641025641025641,0.00978952439422076,0.0125949711793618,"2017-02","2017-Q1",132600,-0.0641025641025641,"2016-05"
2018-02-28,56578,"Strawberry Plains","TN","Morristown","Jefferson",8140,129900,-0.00153727901614143,-0.00459770114942529,0.0475806451612903,0.0464868134403882,0.00973993905454207,"2017-12","2017-Q4",130600,-0.00535987748851455,"2017-11"
2018-02-28,4371,"Dillonvale","OH","Cincinnati","Hamilton",8141,148300,-0.00268997982515131,-0.00736278447121821,0.0407017543859649,0.0430848285460723,0.0145920370464112,"2017-12","2017-Q4",149400,-0.00736278447121821,"2017-12"
2018-02-28,5093,"Haubstadt","IN",,"Gibson",8142,182800,0.00494777350192413,0.0281214848143982,0.210596026490066,0.028161180112346,0.0174901939041665,"2018-02","2018-Q1",182800,0,"2018-02"
2018-02-28,42484,"Dunn Loring","VA","Washington","Fairfax",8143,864300,0.00104239054899236,0.012535145267104,-0.00540851553509781,0.0211303376559215,0.0145566258923742,"2017-01","2017-Q1",869200,-0.00563736769443166,"2016-12"
2018-02-28,46924,"Orwigsburg","PA","Pottsville","Schuylkill",8144,119800,0.0033500837520938,-0.00498338870431894,-0.0377510040160643,0.0255541112700641,-0.00844245698355583,"2008-04","2008-Q2",130900,-0.0847975553857907,"2005-08"
2018-02-28,15621,"National Park","NJ","Philadelphia","Gloucester",8145,130500,-0.00305576776165011,-0.0128593040847201,-0.0671908506075768,0.00962018865484504,-0.0261532487169664,"2007-10","2007-Q4",171000,-0.236842105263158,"2004-08"
2018-02-28,24472,"Earlysville","VA","Charlottesville","Albemarle",8146,379700,0.0074290262669143,0.0122633964276193,0.038282745419743,0.0298318744053401,-0.00363953069094425,"2006-07","2006-Q3",415500,-0.0861612515042118,"2005-05"
2018-02-28,42212,"Garden City South","NY","New York","Nassau",8147,591800,0.00972530284934311,0.0376994564264422,0.0878676470588235,0.0587709977848199,0.0177956101294834,"2018-02","2018-Q1",591800,0,"2018-02"
2018-02-28,10106,"Alum Creek","WV","Charleston","Kanawha",8148,84800,-0.0341685649202733,-0.00235294117647059,-0.00702576112412178,0.0150424938453624,0.0623839137183859,"2018-01","2018-Q1",87800,-0.0341685649202733,"2017-11"
2018-02-28,124537,"Glencoe","FL","Daytona Beach","Volusia",8149,246300,0.00285016286644951,0.00571661902817477,0.0570815450643777,0.0874013790949877,-0.00120993597680508,"2006-08","2006-Q3",296400,-0.169028340080972,"2005-06"
2018-02-28,395916," Mechanic Falls","ME","Lewiston","Androscoggin",8150,150000,0.00468854655056932,0.0259917920656635,0.211631663974152,0.0601678923171742,0.0225651825635729,"2018-02","2018-Q1",150000,0,"2018-02"
2018-02-28,17422,"Chesterfield","NJ","Philadelphia","Burlington",8151,419700,-0.0016650808753568,-0.00733207190160833,0.0365522351197827,0.0146308981655825,-0.00468969468150793,"2006-05","2006-Q2",452000,-0.0714601769911504,"2005-10"
2018-02-28,21524,"Bogart","GA","Athens","Oconee",8152,220400,0.00181818181818182,0.00731261425959781,0.069383794274624,0.0578197071335929,0.0116988555504742,"2018-02","2018-Q1",220400,0,"2018-02"
2018-02-28,50144,"Tybee Island","GA","Savannah","Chatham",8153,397600,0.00151133501259446,0.0351470971101276,0.0316554229372081,0.0592238410488122,-0.0139350368412477,"2007-08","2007-Q3",477900,-0.168026783845993,"2005-08"
2018-02-28,397748,"Harmar","PA","Pittsburgh","Allegheny",8154,130100,-0.0158850226928896,-0.0121488230827639,0.0823627287853577,0.0324502887784548,0.0145510171374001,"2017-12","2017-Q4",133400,-0.0247376311844078,"2017-11"
2018-02-28,398191,"Underhill","VT","Burlington","Chittenden",8155,306800,0.00425531914893617,-0.0188679245283019,-0.024483306836248,0.0052310343738442,,"2017-09","2017-Q3",321200,-0.0448318804483188,"2016-05"
2018-02-28,398519," New Berlin","NY",,"Chenango",8156,77300,0.00129533678756477,0.00782268578878748,0.0104575163398693,0.00103815432588594,-0.00242528854656476,"2011-05","2011-Q2",81600,-0.0526960784313725,"2011-02"
2018-02-28,6275,"Oakville","WA","Aberdeen","Grays Harbor",8157,208400,0.0106692531522793,0.0461847389558233,0.217289719626168,0.0884705142422069,0.0258232046263855,"2018-02","2018-Q1",208400,0,"2018-02"
2018-02-28,221164,"Forestbrook","SC","Myrtle Beach","Horry",8158,180200,0.0100896860986547,0.0215419501133787,0.0745378652355397,0.0540494904567421,0.0013417014865984,"2007-03","2007-Q1",186900,-0.0358480470840021,"2006-08"
2018-02-28,16901,"Basile","LA",,"Evangeline",8159,93500,-0.00848356309650053,0,-0.0760869565217391,0.0698851397401918,0.023803753045448,"2016-07","2016-Q3",117100,-0.201537147736977,"2015-08"
2018-02-28,30652,"Bunker Hill","IN","Peru","Miami",8160,94000,-0.00212314225053079,0.0239651416122004,0.0151187904967603,0.03485745923793,0.00650328002285039,"2005-06","2005-Q2",104700,-0.102196752626552,"2004-01"
2018-02-28,397834,"Wales","NY","Buffalo","Erie",8161,208000,-0.000960614793467819,-0.0132827324478178,0.00824042656325739,0.0561278231019375,0.0225037506322394,"2017-04","2017-Q2",211500,-0.016548463356974,"2017-03"
2018-02-28,29409,"Virden","IL","St. Louis","Macoupin",8162,63800,-0.00623052959501558,-0.00623052959501558,-0.0391566265060241,-0.0120881451164354,-0.00488198707711129,"2015-09","2015-Q3",72700,-0.12242090784044,"2004-08"
2018-02-28,55259,"Wormleysburg","PA","Harrisburg","Cumberland",8163,162100,0.000617283950617284,0,0.0444587628865979,0.0134836870346957,0.00365026518104705,"2018-02","2018-Q1",162100,0,"2018-02"
2018-02-28,56136,"Osage City","KS","Topeka","Osage",8164,72200,-0.00687757909215956,-0.0975,-0.149587750294464,-0.0334759020672304,,"2013-01","2013-Q1",87900,-0.178612059158134,
2018-02-28,41023,"Spring Lake","NJ","New York","Monmouth",8165,1722500,-0.0027211672070403,-0.00948821161587119,0.00232761128891475,0.0428244846453965,0.0142048121591363,"2017-10","2017-Q4",1750500,-0.015995429877178,"2017-07"
2018-02-28,53851,"Pemberville","OH","Toledo","Wood",8166,150200,0.00267022696929239,0.0134952766531714,0.0323024054982818,0.0336376161865675,0.0180474708552691,"2018-02","2018-Q1",150200,0,"2018-02"
2018-02-28,396060,"Parkers-Iron Springs","AR","Little Rock","Pulaski",8167,80900,0.0176100628930818,-0.0182038834951456,-0.0625724217844728,-0.00318321838244562,-0.00410834167305385,"2010-02","2010-Q1",87800,-0.0785876993166287,"2006-12"
2018-02-28,397038,"Bradford","PA","DuBois","Clearfield",8168,80200,0.0100755667506297,0.00753768844221105,0.0139064475347661,0.0378629958672314,0.0220248730493944,"2017-07","2017-Q3",81000,-0.00987654320987654,"2017-06"
2018-02-28,5639,"Lincoln","AR","Fayetteville","Washington",8169,129600,0.0310262529832936,0.0791007493755204,0.150976909413854,0.0507149165789609,0.0137111879375573,"2018-02","2018-Q1",129600,0,"2018-02"
2018-02-28,16707,"Albertson","NY","New York","Nassau",8170,605300,0.00198642608839596,0.0224662162162162,0.0159449479691172,0.0608058286139019,0.0165042660598942,"2018-02","2018-Q1",605300,0,"2018-02"
2018-02-28,398482," Nunda","NY","Rochester","Livingston",8171,89000,0.00112485939257593,0.0159817351598174,0.0697115384615385,0.0307318931542311,0.020998657257455,"2018-02","2018-Q1",89000,0,"2018-02"
2018-02-28,35101,"Dalton","OH","Wooster","Wayne",8172,151700,-0.00849673202614379,-0.0312899106002554,0.00330687830687831,0.0348822673372822,0.0147789000637746,"2017-11","2017-Q4",156600,-0.0312899106002554,"2017-03"
2018-02-28,53927,"Pleasant Hill","PA","Lebanon","Lebanon",8173,111900,0.00629496402877698,0.0275482093663912,0.0596590909090909,0.0181010622260738,-0.00596571320316375,"2010-04","2010-Q2",121000,-0.0752066115702479,"2006-11"
2018-02-28,201662,"Lake Darby","OH","Columbus","Franklin",8174,163600,-0.00304692260816575,0.00863131935881628,0.0906666666666667,0.0639480199305151,0.0200068265431093,"2018-01","2018-Q1",164100,-0.00304692260816575,"2017-12"
2018-02-28,7471,"Trinity","NC","Greensboro","Randolph",8175,125800,0.00479233226837061,0.00318979266347687,0.00963081861958266,0.0179373822817017,0.0112366747167225,"2017-08","2017-Q3",126700,-0.00710339384372534,"2017-05"
2018-02-28,21433,"Big Sandy","TN",,"Benton",8176,71900,-0.0110041265474553,-0.0296896086369771,0.0271428571428571,0.0225948083066467,-0.00861742158753998,"2008-05","2008-Q2",82600,-0.12953995157385,"2007-08"
2018-02-28,34927,"Wyoming","PA","Scranton","Luzerne",8177,113600,-0.00525394045534151,-0.0155979202772964,0.0412465627864345,0.0143282770219191,,"2017-06","2017-Q2",116100,-0.0215331610680448,"2017-05"
2018-02-28,42792,"Melrose","FL","Palatka","Putnam",8178,162600,-0.00428658909981629,-0.0115501519756839,-0.0127504553734062,0.045125850769874,-0.019256713044314,"2007-10","2007-Q4",205000,-0.206829268292683,"2005-09"
2018-02-28,45057,"East Syracuse","NY","Syracuse","Onondaga",8179,93800,-0.00318809776833156,-0.00318809776833156,0.011866235167206,0.00301210276560782,0.0161682139100086,"2017-12","2017-Q4",94300,-0.00530222693531283,"2017-11"
2018-02-28,398179,"Nescopeck","PA","Scranton","Luzerne",8180,102000,-0.00390625,0.0169491525423729,-0.0276453765490944,0.0186463764447298,0.00788004779476625,"2015-04","2015-Q2",111600,-0.0860215053763441,"2014-05"
2018-02-28,23952,"Carefree","AZ","Phoenix","Maricopa",8181,746900,-0.000401498929336188,-0.0062533262373603,-0.00902215735703861,0.0438359586396635,-0.00157944443248415,"2007-01","2007-Q1",803800,-0.0707887534212491,"2005-10"
2018-02-28,50311,"Lake Village","IN","Chicago","Newton",8182,129600,0.0261282660332542,-0.0335570469798658,-0.0629067245119306,-0.0158810858664757,0.000619388766843088,"2013-03","2013-Q1",140400,-0.0769230769230769,"2012-10"
2018-02-28,4978,"Greenfield","MN","Minneapolis-St Paul","Hennepin",8183,392100,0.00822833633324762,0.024294670846395,-0.00279755849440488,0.0534658857253718,0.0018030103197173,"2006-03","2006-Q1",435000,-0.0986206896551724,"2005-04"
2018-02-28,9187,"Springville","IN","Bedford","Lawrence",8184,109400,-0.00273473108477666,0.0224299065420561,0.0704500978473581,0.0321292577258376,0.0190345583949136,"2005-10","2005-Q4",113100,-0.0327144120247569,"2005-05"
2018-02-28,47140,"Pittsford","VT","Rutland","Rutland",8185,173000,-0.00517538815411156,-0.0231507622811971,0.000578368999421631,0.00829497546326663,-0.00440027563911916,"2005-07","2005-Q3",256600,-0.325798908807482,
2018-02-28,396483,"East Caln","PA","Philadelphia","Chester",8186,325800,0.00215318363580437,0.00773275595422209,0.00804455445544554,0.0347096134263993,0.0034724040847931,"2006-05","2006-Q2",332300,-0.019560637977731,"2006-02"
2018-02-28,33646,"Rib Mountain","WI","Wausau","Marathon",8187,162200,-0.00551808706315144,0.00247218788627936,0.0337794773741236,0.0326934780636328,0.00724741389038663,"2017-05","2017-Q2",167600,-0.0322195704057279,"2017-04"
2018-02-28,28857,"Moody","TX","Waco","McLennan",8188,146600,0,0.0273300630693763,0.0615496017378711,0.0579758848965206,0.0308385964597584,"2018-02","2018-Q1",146600,0,"2018-02"
2018-02-28,395496,"Annsville","NY","Utica","Oneida",8189,94400,0.0205405405405405,0.039647577092511,0.0227518959913326,0.0263216557049872,0.0228635479240553,"2018-02","2018-Q1",94400,0,"2018-02"
2018-02-28,396485,"Lexington","IN","Louisville/Jefferson County","Scott",8190,115600,0.0113735783027122,0.0104895104895105,0.0377019748653501,0.0501754244364263,0.0246675047117917,"2018-02","2018-Q1",115600,0,"2018-02"
2018-02-28,49217,"Fairland","OK","Miami","Ottawa",8191,116500,0,-0.0177065767284992,0.072744014732965,0.0613581608632514,,"2017-08","2017-Q3",119800,-0.0275459098497496,"2017-07"
2018-02-28,23538,"Atkinson","NH","Boston","Rockingham",8192,340400,0.00680272108843537,0.0231439735497445,0.060766593954503,0.0667674840925732,0.0126465474528072,"2018-02","2018-Q1",340400,0,"2018-02"
2018-02-28,9707,"Buchanan","VA","Roanoke","Botetourt",8193,135100,-0.00221565731166913,-0.000739644970414201,0.00971599402092676,0.023646901678765,-0.00833872218495224,"2009-09","2009-Q3",154500,-0.125566343042071,"2007-12"
2018-02-28,18918,"Lake Orion","MI","Detroit","Oakland",8194,171800,-0.00290191526407429,-0.00865551067512983,0.0578817733990148,0.0822758311592213,0.0190179306904947,"2017-12","2017-Q4",173300,-0.00865551067512983,"2017-10"
2018-02-28,38001,"Conrad","MT",,"Pondera",8195,196900,-0.0030379746835443,-0.0110497237569061,0.0128600823045267,0.0176579661817027,,"2017-09","2017-Q3",201100,-0.0208851317752362,"2017-05"
2018-02-28,45231,"Fall Branch","TN","Johnson City","Washington",8196,121200,-0.00410846343467543,-0.000824402308326463,0.0341296928327645,0.0371372893366482,,"2017-12","2017-Q4",121800,-0.00492610837438424,"2017-11"
2018-02-28,397636," Franklinville","NY","Olean","Cattaraugus",8197,67900,0.00295420974889217,0.0303490136570561,0.084664536741214,0.0352535614079525,0.0224147057237138,"2018-02","2018-Q1",67900,0,"2018-02"
2018-02-28,55226,"Wilton","CA","Sacramento","Sacramento",8198,650200,0.00868755817561278,0.018643271189096,0.11240376390077,0.0958636853721306,0.0127549990695635,"2006-01","2006-Q1",670600,-0.0304205189382642,"2005-05"
2018-02-28,44884,"Deephaven","MN","Minneapolis-St Paul","Hennepin",8199,646200,0.00701262272089762,0.0197254221240335,0.0555374060764456,0.0624216393504804,0.0201558068582743,"2018-02","2018-Q1",646200,0,"2018-02"
2018-02-28,18737,"Jarrettsville","MD","Baltimore","Harford",8200,347300,0.00201961915753029,0.00783517121300058,0.0345546619005064,0.0208844905374714,-0.00743238759290632,"2007-06","2007-Q2",399500,-0.130663329161452,"2005-03"
2018-02-28,31362,"Edgewood","FL","Orlando","Orange",8201,281300,0.00608011444921316,0.00608011444921316,0.0877803557617943,0.0878965690304632,0.00270603498509936,"2006-07","2006-Q3",322700,-0.128292531763248,"2005-09"
2018-02-28,47996,"Three Oaks","MI","Niles","Berrien",8202,144900,-0.0307692307692308,-0.0572543916720885,0.0027681660899654,0.0141042604826644,0.00330282983490204,"2010-07","2010-Q3",155600,-0.0687660668380463,"2009-09"
2018-02-28,21439,"Constantine","MI","Sturgis","Saint Joseph",8203,105600,0.00571428571428571,0.012464046021093,0.0242483026188167,0.0694079130235017,0.0124608234305681,"2017-06","2017-Q2",106500,-0.00845070422535211,"2017-04"
2018-02-28,32510,"Linden","CA","Stockton","San Joaquin",8204,400200,-0.00694789081885856,0.00831443688586546,0.103695532266961,0.0894999399026346,0.00377537546011886,"2006-01","2006-Q1",492300,-0.187081048141377,"2005-04"
2018-02-28,17078,"Blue Ridge","VA","Roanoke","Botetourt",8205,168600,-0.00823529411764706,-0.00881834215167548,0.00118764845605701,0.00851704529068176,-0.0161934585297759,"2008-05","2008-Q2",202200,-0.166172106824926,"2006-01"
2018-02-28,4594,"Englewood","TN","Athens","McMinn",8206,125300,0.00885668276972625,0.0211898940505297,-0.0157109190887667,0.0510207770836781,0.0182207394596836,"2017-02","2017-Q1",127300,-0.0157109190887667,"2017-01"
2018-02-28,6144,"New Bremen","OH","Wapakoneta","Auglaize",8207,163600,-0.0024390243902439,-0.007883565797453,0.0407124681933842,0.0352207611124848,0.0133365579510079,"2017-11","2017-Q4",164900,-0.007883565797453,"2017-10"
2018-02-28,397372,"East Penn","PA","Allentown","Carbon",8208,171600,0.0141843971631206,0.0202140309155767,0.0111962286387743,0.0163941596606045,-0.0126006588504111,"2007-09","2007-Q3",197400,-0.130699088145897,"2005-12"
2018-02-28,7202,"Sprague","CT","New London","New London",8209,208100,0.00337512054001929,0.011175898931001,0.0993132593766508,0.0338397712574492,-0.0198499373656145,"2007-12","2007-Q4",259700,-0.198690797073546,"2004-07"
2018-02-28,398568," Northfield","MA","Greenfield Town","Franklin",8210,201100,-0.0185456320156174,-0.0685502547475683,-0.0473709142586452,0.00525334504568575,-0.00245290580975233,"2007-01","2007-Q1",219900,-0.0854934060936789,"2005-08"
2018-02-28,12205,"Kingsford","MI","Iron Mountain","Dickinson",8211,66900,0.0121028744326778,0.0213740458015267,0.0276497695852535,0.0384444524759544,,"2016-01","2016-Q1",68800,-0.0276162790697674,"2015-11"
2018-02-28,23775,"Boron","CA","Riverside","San Bernardino",8212,103100,0.012770137524558,0.0289421157684631,0.178285714285714,0.076549062495969,-0.0275298468102443,"2018-02","2018-Q1",103100,0,"2018-02"
2018-02-28,30253,"Argos","IN","Plymouth","Marshall",8213,105300,0.00285714285714286,0.0303326810176125,0.0183752417794971,0.0321284181735122,0.0145909856609134,"2018-02","2018-Q1",105300,0,"2018-02"
2018-02-28,16021,"Woodlynne","NJ","Philadelphia","Camden",8214,85100,-0.00931315483119907,0.0155131264916468,0.0744949494949495,0.0331378022438145,-0.0232770651832434,"2007-02","2007-Q1",114100,-0.254163014899211,"2005-09"
2018-02-28,39182,"Juno Beach","FL","Miami-Fort Lauderdale","Palm Beach",8215,424600,0.0121573301549464,0.0290838584585555,0.011193141224101,0.0836817291183116,0.0151565748642886,"2006-01","2006-Q1",509800,-0.167124362495096,"2005-02"
2018-02-28,53374,"Monee","IL","Chicago","Will",8216,206100,0.00340798442064265,0.00536585365853659,0.080188679245283,0.0429711709160532,-0.00342792496189803,"2006-12","2006-Q4",223800,-0.0790884718498659,"2005-06"
2018-02-28,57234,"Glen Arm","MD","Baltimore","Baltimore",8217,425900,-0.000234741784037559,0.00495516753185465,0.00400754361150401,0.0159505755027756,-0.0157153564713675,"2006-06","2006-Q2",526500,-0.191073124406458,"2004-12"
2018-02-28,18546,"Herington","KS",,"Dickinson",8218,53400,0.00754716981132076,0.0409356725146199,0.00564971751412429,-0.0207415838695392,,"2013-07","2013-Q3",59700,-0.105527638190955,
2018-02-28,31005,"Concord","MI","Jackson","Jackson",8219,130600,-0.00533130236100533,0.0332278481012658,0.0422984836392658,0.0826541182093226,0.0270564579385484,"2018-01","2018-Q1",131300,-0.00533130236100533,"2018-01"
2018-02-28,3954,"Canastota","NY","Syracuse","Madison",8220,97400,0.00102774922918808,0.0209643605870021,0.0834260289210233,0.0252082707023333,0.0135914528359178,"2018-02","2018-Q1",97400,0,"2018-02"
2018-02-28,7385,"Telford","TN","Johnson City","Washington",8221,125600,0.00399680255795364,0.0203086921202275,0.0818260120585702,0.0472705625034713,0.0248106078495869,"2018-02","2018-Q1",125600,0,"2018-02"
2018-02-28,209283,"Clinton","PA","Pittsburgh","Butler",8222,209400,-0.0056980056980057,-0.0301065308012969,-0.0438356164383562,0.00662438615100003,0.0179336616695747,"2015-08","2015-Q3",221500,-0.054627539503386,"2015-02"
2018-02-28,28592,"Lead","SD","Spearfish","Lawrence",8223,101200,0.00696517412935323,-0.00589390962671906,0.0858369098712446,0.0304631636331425,-0.0177916158987064,"2007-06","2007-Q2",145800,-0.305898491083676,
2018-02-28,38755,"Grand Island","FL","Orlando","Lake",8224,184300,0.00765445598687808,0.0313374370453274,0.126528117359413,0.0858302445361272,-0.000810267726071512,"2006-08","2006-Q3",218600,-0.156907593778591,"2005-08"
2018-02-28,49601,"Penbrook","PA","Harrisburg","Dauphin",8225,95900,0.00208986415882968,-0.0123583934088568,-0.03714859437751,0.007900213560601,-0.00949513094671206,"2009-06","2009-Q2",107800,-0.11038961038961,"2006-05"
2018-02-28,5433,"Kings Beach","CA","Sacramento","Placer",8226,485400,-0.000411861614497529,0.0266497461928934,0.033205619412516,0.0813487383036486,0.01938651147231,"2006-04","2006-Q2",520300,-0.0670766865270036,"2005-05"
2018-02-28,12764,"Minonk","IL","Peoria","Woodford",8227,110200,0.00547445255474453,0.0110091743119266,0.0357142857142857,0.0266936917459195,,"2018-02","2018-Q1",110200,0,"2018-02"
2018-02-28,169117,"Wolf Lake","MI","Muskegon","Muskegon",8228,86800,0.00346820809248555,-0.00115074798619102,0.0308788598574822,0.069955745631018,0.00558238428165669,"2017-10","2017-Q4",88200,-0.0158730158730159,"2017-09"
2018-02-28,50207,"South Gastonia","NC","Charlotte","Gaston",8229,81200,0,-0.0169491525423729,0.0958164642375169,0.0484303874558276,0.00186630552148381,"2017-10","2017-Q4",83700,-0.029868578255675,"2017-08"
2018-02-28,120500,"Todd Creek","CO","Denver","Adams",8230,657500,0.0173294135850224,0.0342929054585496,0.0503194888178914,0.0861786697082627,0.0484641394732168,"2018-02","2018-Q1",657500,0,"2018-02"
2018-02-28,398742,"Marshall","PA","Pittsburgh","Allegheny",8231,363200,-0.00900409276944066,-0.0288770053475936,-0.0335284725918042,0.0320501689453712,0.0248668849207039,"2017-05","2017-Q2",378700,-0.0409294956429892,"2016-10"
2018-02-28,397205,"Eldred","PA","East Stroudsburg","Monroe",8232,155400,-0.00192678227360308,-0.0139593908629442,0.050709939148073,0.0147913676932589,-0.013208804951394,"2007-01","2007-Q1",194300,-0.200205867215646,"2004-02"
2018-02-28,397681," Woodstock","VT","Claremont","Windsor",8233,344800,0.0058343057176196,0.0126284875183554,0.0714729645742697,0.0312704305811076,0.00288756169454918,"2009-11","2009-Q4",370400,-0.0691144708423326,"2009-01"
2018-02-28,397055,"Upper Salford","PA","Philadelphia","Montgomery",8234,316900,0.00253084466940842,0.00827235125676106,0.05880387570999,0.0326279382705172,0.00012631048776246,"2007-04","2007-Q2",331300,-0.0434651373377603,"2006-01"
2018-02-28,46848,"Oakland","OR","Roseburg","Douglas",8235,186900,0.00107123727905731,-0.0173501577287066,0.135479951397327,0.0829118724671048,0.0147769106396225,"2017-09","2017-Q3",197800,-0.0551061678463094,"2017-07"
2018-02-28,53991,"Prague","OK","Oklahoma City","Lincoln",8236,100600,-0.00099304865938431,-0.0270793036750484,0.12780269058296,0.0833969705012814,,"2017-09","2017-Q3",104900,-0.0409914204003813,"2017-07"
2018-02-28,116208,"Lincoln Village","CA","Stockton","San Joaquin",8237,259000,-0.00575815738963532,0.0156862745098039,0.085498742665549,0.136168471070764,-0.000423721280278788,"2006-04","2006-Q2",345900,-0.251228678808904,"2004-12"
2018-02-28,7292,"Stryker","OH",,"Williams",8238,94300,0.00425985090521832,-0.0104931794333683,0.0385462555066079,0.0477030740855393,0.015319360099264,"2017-10","2017-Q4",95500,-0.012565445026178,"2017-06"
2018-02-28,14444,"Wakarusa","IN","Elkhart","Elkhart",8239,145500,0.0069204152249135,0.0111188325225851,0.0326472675656494,0.0326623359492488,0.00350298093079959,"2015-11","2015-Q4",146200,-0.00478796169630643,"2015-08"
2018-02-28,11045,"Davenport","NY",,"Delaware",8240,120200,0.00417710944026733,0.0195080576759966,0.139336492890995,0.0229654104212227,-0.00246216678255673,"2008-04","2008-Q2",125800,-0.0445151033386327,"2007-11"
2018-02-28,47520,"Saint Michaels","MD","Easton","Talbot",8241,384300,-0.00207738249805245,-0.0216395112016293,-0.0515794669299112,0.0162167070838406,-0.0229433690829425,"2007-10","2007-Q4",500300,-0.231860883469918,"2004-06"
2018-02-28,398395,"Tuxedo","NY","New York","Orange",8242,364700,0.00109799615701345,0.00773694390715667,0.0614086146682189,0.0310465779412001,-0.0173143969987277,"2006-05","2006-Q2",492400,-0.259341998375305,"2003-08"
2018-02-28,3610,"Belle Plaine","KS","Wichita","Sumner",8243,91200,0.0351872871736663,0.0691676436107855,0.0716803760282021,0.0336251521880497,,"2017-08","2017-Q3",91600,-0.00436681222707424,"2017-07"
2018-02-28,10377,"Bernie","MO",,"Stoddard",8244,79500,0.0166240409207161,0.03515625,0.0671140939597315,0.0360449063782013,,"2018-02","2018-Q1",79500,0,"2018-02"
2018-02-28,4745,"Ford City","PA","Pittsburgh","Armstrong",8245,52100,-0.00191570881226054,-0.00761904761904762,0.0276134122287968,0.00270901803547252,-0.0118566274126499,"2007-03","2007-Q1",65200,-0.200920245398773,"2004-11"
2018-02-28,57120,"Wathena","KS","St. Joseph","Doniphan",8246,109500,-0.00363967242948135,-0.0135135135135135,0.00921658986175115,0.0144905058683349,,"2017-09","2017-Q3",111800,-0.0205724508050089,"2017-04"
