"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-02-28,"72701","AR","Fayetteville","Washington","Fayetteville",836,1345,0.0022354694485842,0.0166288737717309,0.0475077881619938,8412
2018-02-28,"57106","SD","Sioux Falls","Minnehaha","Sioux Falls",837,1232,0.00900900900900901,-0.0128205128205128,-0.0245447347585115,10346
2018-02-28,"34221","FL","North Port-Sarasota-Bradenton","Manatee","Palmetto",838,1524,0.0032916392363397,0.00594059405940594,0.0112806901128069,10352
2018-02-28,"32935","FL","Melbourne","Brevard","Melbourne",839,1287,0.0102040816326531,0.0296,0.0662800331400166,12775
2018-02-28,"33020","FL","Miami-Fort Lauderdale","Broward","Hollywood",840,1709,0.00175849941383353,0.00766509433962264,0.0221291866028708,9046
2018-02-28,"29607","SC","Greenville","Greenville","Greenville",841,1392,0,-0.00995732574679943,0.00360490266762797,10229
2018-02-28,"90028","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",842,3300,0.000303122158229767,0.0045662100456621,-0.021932424422051,499
2018-02-28,"29414","SC","Charleston","Charleston","Charleston",843,1783,0.0101983002832861,0.0336231884057971,0.0457478005865103,10399
2018-02-28,"12065","NY","Albany","Saratoga","Clifton Park",844,1845,0.00271739130434783,0.0142935678944475,-0.090685066535239,11978
2018-02-28,"85326","AZ","Phoenix","Maricopa","Buckeye",845,1238,0.00242914979757085,0.0106122448979592,0.0681622088006903,16169
2018-02-28,"63031","MO","St. Louis","Saint Louis","Florissant",846,1049,0.000954198473282443,0.00286806883365201,0.000954198473282443,17802
2018-02-28,"11224","NY","New York","Kings","New York",847,2346,0.0029927319367251,0.013828867761452,0.010771219302025,1310
2018-02-28,"97223","OR","Portland","Washington","Tigard",848,1987,-0.00500751126690035,-0.0134061569016882,0.0122261844116149,13498
