"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-02-28,"37601","TN","Johnson City","Washington","Johnson City",1347,960,-0.00518134715025907,-0.0204081632653061,0.0158730158730159,13186
2018-02-28,"28226","NC","Charlotte","Mecklenburg","Charlotte",1348,1779,0,-0.00503355704697987,0.00168918918918919,14247
2018-02-28,"20854","MD","Washington","Montgomery","Potomac",1349,3907,0.0030808729139923,0.0119140119140119,0.0235787267487556,17864
2018-02-28,"30157","GA","Atlanta","Cobb","Dallas",1350,1221,0,0,0.068241469816273,15964
2018-02-28,"85234","AZ","Phoenix","Maricopa","Gilbert",1351,1575,0.00382409177820268,0.014819587628866,0.0334645669291339,16076
2018-02-28,"92211","CA","Riverside","Riverside","Palm Desert",1352,2539,0.00714002380007933,0.018860353130016,0.0726658217152514,19311
2018-02-28,"34203","FL","North Port-Sarasota-Bradenton","Manatee","Bradenton",1353,1645,-0.00121432908318154,-0.00363416111447608,0.00858369098712446,12893
2018-02-28,"77581","TX","Houston","Brazoria","Pearland",1354,1835,0.00163755458515284,0.00768808347062054,0.00879604178119846,13616
2018-02-28,"98042","WA","Seattle","King","Covington",1355,2200,0.00364963503649635,0.0096374483708123,0.0551558752997602,15186
2018-02-28,"13021","NY","Auburn","Cayuga","Auburn",1356,1335,-0.00447427293064877,-0.0140324963072378,0.0105980317940954,12262
2018-02-28,"34667","FL","Tampa","Pasco","Hudson",1357,1232,0.00900900900900901,0.0165016501650165,0.0106644790812141,14044
2018-02-28,"44109","OH","Cleveland","Cuyahoga","Cleveland",1358,852,0,-0.0058343057176196,0,12752
2018-02-28,"60089","IL","Chicago","Lake","Buffalo Grove",1359,2063,0.00145631067961165,-0.00289995166747221,0.0217929668152551,16437
2018-02-28,"11101","NY","New York","Queens","New York",1360,2605,-0.00229797012638836,-0.00420489296636086,0.0292374555511655,6797
2018-02-28,"75104","TX","Dallas-Fort Worth","Dallas","Cedar Hill",1361,1536,0.00589390962671906,0.0178926441351889,0.0470347648261759,15035
2018-02-28,"80501","CO","Boulder","Boulder","Longmont",1362,1792,0.00167691447736165,0.00900900900900901,0.0491803278688525,12954
2018-02-28,"77469","TX","Houston","Fort Bend","Richmond",1363,1625,0.00184956843403206,0.00370599135268684,-0.00184275184275184,13554
2018-02-28,"97756","OR","Bend","Deschutes","Redmond",1364,1544,0,0.00520833333333333,0.0397306397306397,11789
2018-02-28,"48104","MI","Ann Arbor","Washtenaw","Ann Arbor",1365,2134,0.00281954887218045,0.02252036415908,0.0522682445759369,11432
2018-02-28,"48073","MI","Detroit","Oakland","Royal Oak",1366,1644,0.00121802679658952,0.00797057020232986,0.0585962652929813,14264
2018-02-28,"10065","NY","New York","New York","New York",1367,3983,-0.0141089108910891,-0.0509888015248987,-0.0487222354908049,13729
2018-02-28,"92111","CA","San Diego","San Diego","San Diego",1368,2594,0.000385653682992673,-0.000770416024653313,0.0553295362082994,12057
2018-02-28,"77539","TX","Houston","Galveston","Dickinson",1369,1597,0.00251098556183302,0.0133248730964467,0.0217530390275112,13166
2018-02-28,"13601","NY","Watertown","Jefferson"," Watertown",1370,1127,-0.00353669319186561,-0.00529567519858782,-0.0225498699045967,10188
2018-02-28,"42303","KY","Owensboro","Daviess","Owensboro",1371,1025,-0.000974658869395711,0.0068762278978389,0.0869565217391304,12254
2018-02-28,"32259","FL","Jacksonville","Saint Johns","Fruit Cove",1372,1934,0.00834202294056309,0.00781657113079729,-0.00360638845955693,15271
2018-02-28,"97302","OR","Salem","Marion","Salem",1373,1621,0.00808457711442786,0.0112289457267623,0.0364450127877238,12296
2018-02-28,"85713","AZ","Tucson","Pima","Tucson",1374,965,-0.00617919670442842,-0.0183112919633774,0.0639470782800441,11644
2018-02-28,"78229","TX","San Antonio","Bexar","San Antonio",1375,1205,-0.000829187396351575,-0.00495458298926507,0.0134566862910008,4804
2018-02-28,"44224","OH","Akron","Summit","Stow",1376,1398,-0.000714796283059328,0.00143266475644699,-0.00991501416430595,13253
2018-02-28,"80127","CO","Denver","Jefferson","Ken Caryl",1377,2269,0.00487156775907883,0.00265134776844896,0.0257685352622061,15932
2018-02-28,"77099","TX","Houston","Harris","Houston",1378,1354,0.00370644922164566,0.0149925037481259,0.00744047619047619,9353
2018-02-28,"27103","NC","Winston-Salem","Forsyth","Winston-Salem",1379,1132,0.00265721877767936,0.00532859680284192,0.0549860205032619,12528
2018-02-28,"95336","CA","Stockton","San Joaquin","Manteca",1380,1737,0.00754060324825986,0.0272028385570668,0.0808960796515246,12269
2018-02-28,"22903","VA","Charlottesville","Albemarle","Charlottesville",1381,1549,-0.000645161290322581,-0.00128949065119278,-0.0152574698029243,11912
2018-02-28,"20176","VA","Washington","Loudoun","Leesburg",1382,2386,0.000838926174496644,-0.00624739691795085,-0.00707449022055764,15523
